idade,renda,patrimonio,experiencia,perfil_risco,horizonte,tem_emergencia,conhecimento,alloc_renda_fixa,alloc_acoes_brasil,alloc_acoes_internacional,alloc_fundos_imobiliarios,alloc_commodities,alloc_criptomoedas
34,25113.69836089737,258244.38829895834,23,0.32293063320231646,25,0,0.8743176048544171,0.44053408994978455,0.18810362421303906,0.13486557227001614,0.1474906644358589,0.07153451617435291,0.017471532956948487
44,33710.32918753033,172319.87120162984,25,0.4119245329531603,15,0,0.687784717096083,0.47601697312593044,0.20043964697859323,0.1320200821409197,0.09567689751005483,0.07169436330526928,0.024152036939232565
73,43805.35258123208,920872.4005318132,28,0.10129751219182329,27,1,0.13311692858747826,0.7125209646759215,0.05441486603865783,0.056923553427358796,0.152653364225972,0.022234025432175984,0.0012532261999138802
20,44865.13504667277,511677.4421156661,14,0.6152360763667971,25,1,0.35510430327930476,0.27875287305524343,0.2979120747428661,0.2051707597530887,0.050132069699008096,0.1135733823513721,0.05445884039842169
58,25423.667747523807,86920.28808742369,14,0.36841123769745643,16,1,0.8508175178361462,0.394606874988277,0.2430334949535263,0.1338177284184138,0.13695599741538,0.06005312677525458,0.031532777449148224
47,9495.306169442987,896765.4246264251,22,0.4258177389372564,13,1,0.2050775601494591,0.2895873974793221,0.22756920890142776,0.184568208408053,0.17809486226166443,0.05387926890948649,0.06630105404004619
43,16860.28258380794,425436.43861641677,0,0.6681235918492441,2,0,0.6845715478798333,0.19057542057973367,0.2974706828784212,0.22657111139619115,0.030506744040558406,0.10870806787822046,0.1461679732268751
37,13477.392083424429,681502.7222239292,16,0.4583480320708406,5,1,0.7995371309195156,0.37291624642959836,0.22215216521161665,0.1730527652858048,0.10084768873200171,0.09154729238951842,0.03948384195146029
52,9049.024098618655,814574.7202313821,26,0.4168792818600886,15,0,0.531857479688174,0.4373589872609305,0.18637885245805785,0.12000825001621089,0.167169392194172,0.04682670690065507,0.042257811169973784
70,45417.1334372628,624237.995913992,18,0.3157640715682213,2,1,0.49398148713086265,0.34995924109609494,0.25989907579276866,0.16896840913101077,0.11690531666383581,0.08506382989610671,0.01920412742018302
27,17762.005687079465,821257.3046720128,14,1.0,11,1,0.9084505613336283,0.13538812240756734,0.32628815783054077,0.2766486982035223,0.08403069932971406,0.0661928735522038,0.11145144867645167
55,12140.198168469364,423596.8624204829,25,0.47364166980590766,28,0,0.6067150463828559,0.33618983582386813,0.2482985407408956,0.15736238816042453,0.1655204167997421,0.043779459050455764,0.04884935942461369
71,4788.732208950576,104246.9660518095,8,0.46278425645338817,20,0,0.004632023004602859,0.3735673231701865,0.17054148622675758,0.17289996799177162,0.19103847130938975,0.052186828714042226,0.039765922587852436
58,6599.0977027287,414504.58420362766,25,0.45992780820638024,11,1,0.22009721408109706,0.38748247074699355,0.21058567640698103,0.15576255771133432,0.15282019184825651,0.06229352664472047,0.031055576641714076
67,33513.33122881882,178035.96686975143,19,0.22949449400850652,17,0,0.3777259474401693,0.7278933526561416,0.12447009563814752,0.06917047506216152,0.06752091415725968,0.010945162486289768,0.0
33,28677.215529868205,65708.63942835237,13,0.657029599894914,1,0,0.9789314356159612,0.19050803043684292,0.31292023039173755,0.203782878009581,0.10434661393555893,0.12140593183144316,0.06703631539483627
49,36082.63921352248,658923.9419101514,0,0.6758612976296698,14,0,0.9626493185548747,0.15492957360609175,0.29405381155822363,0.2383501720079917,0.11757849203474133,0.08558841748594753,0.10949953330700418
69,33736.17169196166,204984.29541582096,22,0.4481679092605599,23,0,0.26806364082287626,0.40204799786187795,0.20945864320990784,0.15149315366614827,0.14380783554560236,0.0695624413726457,0.023629928343817833
22,17914.415099182504,773834.5232013402,8,0.8180632645676583,13,0,0.2578876854332023,0.14588201631261558,0.3588088819385472,0.23725309294991373,0.057723751649552936,0.1277683358987078,0.0725639212506627
71,32607.654220697143,421703.9345532818,25,0.2628450911513429,10,1,0.13688563006880727,0.7086149337592605,0.0936512776324076,0.02182073822417832,0.16861914329884878,0.0021127792742941273,0.005181127811010569
74,14058.421275173228,732184.5784590624,1,0.4002584302168267,4,0,0.7215328611219056,0.4280147611766957,0.1777924965824286,0.17598841881638125,0.1474307844546575,0.05317013074729725,0.01760340822253964
57,28753.827374547964,476050.40219909966,14,0.47704346826981653,29,0,0.5982860582681546,0.3776369636709684,0.24316194806768665,0.12256950761273355,0.17222169560956838,0.05526660479537255,0.029143280243670452
42,13073.699628716233,819102.3176741997,4,0.40116969531288915,5,1,0.6372315797894869,0.4749299993202771,0.15295415188207231,0.09625964130724092,0.12521870303590002,0.09827448127039043,0.05236302318411919
25,13233.732434100111,489424.96364314045,14,0.8465876057284624,27,0,0.7953418379590974,0.09552516667233558,0.3644345221355877,0.16782105053580046,0.10800741252768203,0.1551484222342149,0.10906342589437941
48,43240.089898476355,844549.3985350704,17,0.6612172880355844,22,0,0.737855766906525,0.17862426589567137,0.32263063492419974,0.19684454305948101,0.07543306688038602,0.08916551260124807,0.13730197663901383
50,44412.90966357317,615863.1881823046,29,0.30875304201394604,7,1,0.7375823015888915,0.3927543617755817,0.2933173545950486,0.08369386858802969,0.12456467252733645,0.0610291745673714,0.044640567946632244
47,1163.971740105982,467310.7665376526,23,0.44361949582704086,13,1,0.16703394609207523,0.41976381601476315,0.1985771868553879,0.12700252684108082,0.1125210996553918,0.11143090510649897,0.030704465526877493
69,4184.334064661807,401580.23642548744,28,0.32482332449618423,3,1,0.6229373829351187,0.4285008379703966,0.24580929400666998,0.14099738905507692,0.11570542346809735,0.054706266298031415,0.01428078920172761
64,2708.392851457421,894921.4412278399,4,0.14574341869887744,15,1,0.2597537837603262,0.7179137348729278,0.07384552855244227,0.018330254725726275,0.1475625369968711,0.04234794485203262,0.0
22,3390.3955019854816,532602.519400762,4,0.7100916009749056,19,1,0.6584518346584255,0.20686510534819139,0.24385630528864705,0.2548897916980438,0.1068570364847791,0.09333170962653625,0.09420005155380251
50,8709.692325423774,160400.10533007208,12,0.418506664181836,14,0,0.5074677337608362,0.3857190375361027,0.22360166071567983,0.15469330856831054,0.14634880260548247,0.05473567600638845,0.0349015145680361
56,10463.51036477736,84098.22446798465,26,0.49059308901371174,29,1,0.9372284872364511,0.4062227969545376,0.19431318998420952,0.15382546750271436,0.14856208473335503,0.09019535774872305,0.0068811030764602855
49,38771.8513185085,947297.888256338,16,0.7854921462660677,1,1,0.3718335292387246,0.2142970865463991,0.31064645977859306,0.1550923723452459,0.0689940124372627,0.11698998666072234,0.1339800822317771
49,38749.96347258187,683295.3766065051,25,0.4794691416383783,5,0,0.9645204722702085,0.3629928232221319,0.2578796738567913,0.09214794504556213,0.1743044252286732,0.07305834682592441,0.03961678582091698
36,14436.54491508483,983977.6479598283,0,0.5603713702190637,7,0,0.7967978278640275,0.4235306051162703,0.21765052232320622,0.10319856898199169,0.16232559409852243,0.09315052304338564,0.0001441864366237949
61,2593.7827950713436,920847.8478156868,2,0.19272943733832718,8,0,0.9843514074029039,0.7394428374856242,0.05780314925161916,0.06967534093636409,0.1106111876139145,0.022467484712478048,0.0
34,1569.4064554969311,72446.88779455888,17,0.5399694173585617,10,1,0.00977084741918366,0.38568459923523085,0.18189314238060947,0.15950655712722153,0.16352653549117308,0.09876882555783567,0.010620340207929511
50,26367.87052585086,87866.49914483336,12,0.04125426722021064,9,0,0.6129441748656059,0.7268204167641037,0.08589874269107885,0.031221658804894647,0.13598015470804845,0.011481579930153462,0.00859744710172083
58,35743.965453094905,870969.1237460856,17,0.4126523301069739,25,0,0.6157420219422428,0.3855992391997488,0.21891545184918332,0.14163350835189567,0.1362123955063579,0.0821559798130553,0.035483425279759034
36,48817.39753513743,336895.79177110683,7,0.7359163894865606,15,0,0.8404524062769335,0.2105141814507975,0.3269517859178756,0.19926251278314028,0.05248017452377607,0.12891448260852842,0.081876862715882
66,43545.35276501065,727169.0697663081,28,0.5231226460095246,7,1,0.9921333163406724,0.371955879425966,0.2306342211903799,0.17157474589244567,0.11768124050916241,0.08112755076166378,0.02702636222038218
71,18598.400453645343,383847.15186779626,17,0.3157801100462603,25,1,0.5929508514349274,0.4211740459421953,0.1717755697613841,0.16728725578659284,0.1764628835977687,0.06330024491205903,0.0
23,32954.03903099145,312148.0566964471,27,0.6290667163505638,11,1,0.7067772168854458,0.21660246259155072,0.2655320215161072,0.2583963205441831,0.0537772574052722,0.12111683183014804,0.08457510611273872
71,9213.341598127565,36671.42693354297,4,0.17836602652000083,3,1,0.1800104374727235,0.6712930412105007,0.14132206315947005,0.06235876873980276,0.08347371206897566,0.041552414821250945,0.0
22,6062.138899076767,584670.7004425888,11,0.6741716004810444,10,1,0.6734324333249173,0.24971025866112026,0.2893837573136916,0.1424054991609946,0.11566926450025326,0.10291899297383199,0.09991222739010841
67,10229.10510451447,730829.4748708763,28,0.3218751096522856,19,0,0.6588854702326572,0.4168944590699173,0.14641572472080375,0.14277504273301334,0.16290699547264023,0.09136466187402122,0.03964311612960425
70,33681.60433255446,577185.2367117482,29,0.42892265230151805,6,1,0.7622851347766157,0.4469384703850205,0.14005292851905551,0.16818834876529648,0.1307524510655568,0.09226846825450814,0.02179933301056265
58,16542.59012150453,868900.625540571,0,0.16010452768530423,26,0,0.6034485933813779,0.8000849521348185,0.07364991511036746,0.021126944860611528,0.09578847071645807,0.009349717177744523,0.0
63,32486.222478412292,759344.327922866,8,0.28989289008961494,6,1,0.7181230762264944,0.7471592009254623,0.084261966058736,0.057166492167575945,0.07558372601219139,0.030320373751222252,0.005508241084812385
60,1893.39655114172,195777.9856835461,22,0.4483571449200612,28,0,0.5809320532627977,0.30322987833115295,0.28299164260774057,0.16655626921114416,0.15802841072336224,0.06371338613710287,0.02548041298949732
59,30906.355382235,716150.6742231935,16,0.5883626193312894,13,1,0.11230434441121917,0.43554877494457794,0.20279137882795933,0.09477118750552121,0.16900095331865603,0.07790188210416239,0.019985823299123063
30,30478.97918717023,819188.8594267901,21,0.6967692845615735,25,1,0.766656135200406,0.21115649619608934,0.30855816877932074,0.16547087160786414,0.06650766485648768,0.12784651544294845,0.12046028311728954
27,23136.616258124228,586608.4631754741,14,0.7176177924009924,18,0,0.4427169667795271,0.27291737281296996,0.30098929430389065,0.23221890645786425,0.05238252360131541,0.08607168321952195,0.055420219604437757
56,36501.32571853229,15821.09176558244,23,0.06419714472706262,2,1,0.8003565078223616,0.7225008861845593,0.1331656122501426,0.061149007823268355,0.07817166460961159,0.0050128291324181675,0.0
44,32368.242967580136,271147.4365001848,7,0.6254386845235971,13,0,0.6900048908206657,0.2026705603831894,0.2733784573402378,0.1733650368469833,0.10489640047427996,0.14019033449058188,0.10549921046472768
74,9353.41897052196,409477.8530052039,29,0.22518546812909257,6,1,0.08912443211601662,0.6898105249578609,0.06438698928840426,0.0622546904170314,0.12765598838594158,0.0436475407878782,0.012244266162883566
56,43369.62340964347,608486.4126597913,11,0.491014043835193,23,1,0.9193919732144173,0.4776893307761701,0.1748414403943438,0.13217933052142206,0.12033304072669161,0.09495685758137247,0.0
60,29154.781733570566,566575.3621714186,19,0.2042552571786679,2,0,0.6949510889024617,0.737828620231047,0.06083566111607585,0.06981550051525083,0.09220315443574315,0.039317063701882954,0.0
35,47908.82150683477,573041.4289308493,9,0.8112402818171804,2,1,0.13516628915482276,0.11607743137143878,0.33412593789342065,0.2533619992134653,0.08732448249663494,0.09509881340782723,0.11401133561721305
21,4918.304323605795,776723.6304716927,27,0.7559080665426298,9,1,0.30327514756759555,0.20008620938114152,0.3339301203634181,0.16601270900369972,0.11840100577610331,0.06894894280971826,0.11262101266591905
68,9710.553004711162,691618.0555693193,0,0.35471106407489483,28,1,0.8275378955668743,0.4247273918199721,0.23511385201169732,0.13952321117524377,0.12399871334365466,0.06561770491164333,0.011019126737788746
54,19966.85925644591,963822.275482351,22,0.30807699908988073,20,1,0.7373570773877997,0.4231058304783174,0.16683603073463418,0.11770958971604387,0.21352379560957677,0.04997003440736195,0.028854719054065857
57,40723.61047132705,614081.3111847361,28,0.3297233842029933,27,1,0.6366696821672073,0.35492175655734975,0.22619695895788633,0.1577301958631936,0.154020801935142,0.06725136857276948,0.03987891811365889
32,44580.154890313366,450619.6567297579,12,0.3750845004085208,28,0,0.17410933533408435,0.4235680134735628,0.2317603886231777,0.1522475153974758,0.08719121687037351,0.05911378794170754,0.04611907769370264
22,27931.1861422273,830534.4564048399,7,0.732523214162502,26,0,0.041951223431636264,0.09422382355119241,0.2638905967477274,0.30545090636370864,0.07224493108404777,0.136574832765558,0.12761490948776577
67,16788.559668786787,125233.57043282712,26,0.4899851646794253,25,1,0.9430758377447076,0.4021815480050289,0.22163203152395575,0.1586473717844375,0.1575136293296972,0.06002541935688072,0.0
47,46487.559109580274,675982.2755863554,18,0.8434624501046347,12,1,0.17742876946970687,0.1929675155706729,0.2282845169794646,0.2314934192300084,0.10842785088663213,0.11724374994622533,0.12158294738699651
39,37906.179459756735,269331.29830202507,27,0.3215868678985058,19,0,0.6888853020500907,0.34834815700736216,0.1821913829364895,0.2004627018410776,0.19801556612388874,0.044123187407002426,0.026859004684179434
56,29281.466381089955,877138.441511404,4,0.1800358174772865,7,0,0.18802473461541613,0.7269300308731974,0.04521236991318134,0.020228104570843106,0.1349723391776298,0.06875002283054676,0.003907132634601623
58,19387.73531769065,538695.6673430391,3,0.10261480677145637,20,1,0.8861957804650745,0.7748794830626751,0.044625039603431116,0.07356619306013619,0.0651829910870121,0.04174629318674545,0.0
52,7753.322058802534,663042.0045004922,21,0.44780907324840347,24,1,0.5993689656629339,0.32452442925739533,0.24239561267929494,0.13802095918682297,0.17455363000552168,0.07287014762666144,0.04763522124430368
36,14221.215286282502,825049.410180062,16,0.718245325524577,17,0,0.801366915819519,0.0992792955455423,0.3404396367962722,0.252552172943856,0.1347439746237474,0.06077629341690222,0.11220862667367987
64,49919.02805825453,933113.3313435577,12,0.18674003713297863,22,0,0.6976706275200751,0.7078989994429693,0.10432891841306882,0.020611780917775102,0.11451839966158125,0.05264190156460565,0.0
62,39346.51505271556,56136.103416210004,2,0.21482840636946754,25,1,0.7655128989911097,0.7309735497624766,0.12810380942076527,0.01997031307781941,0.1209523277389387,0.0,0.0
71,12035.961411155999,131349.4081449067,24,0.37568754301452284,13,1,0.06536615756438524,0.4302705974856525,0.2880864854581718,0.09730163087990379,0.09529571384035546,0.060363874444531285,0.02868169789138525
62,42801.391546778876,46500.5864400655,17,0.4532187266722055,14,0,0.49448113129509297,0.35194273588829506,0.24590447307803087,0.15738677997942285,0.14458850139151005,0.10017750966274125,0.0
38,13569.973059768143,654174.6014740744,25,0.49559535073239447,29,1,0.40397787632654825,0.35202455793288323,0.20728293786110677,0.1922185656873053,0.18574705898502072,0.061306315577226274,0.0014205639564575567
60,4315.749733100078,707835.0972297686,16,0.40645008043097464,3,1,0.7939897163680061,0.36916706364685165,0.2806160747667501,0.15544397524547335,0.10978139715049223,0.08205449537039572,0.0029369938200371638
66,10866.825324662745,258620.83488803878,19,0.27242387954225783,2,0,0.0941519101256979,0.7550996136008769,0.12001458716455157,0.002662479841215806,0.06961203506509378,0.03696462424639819,0.015646660081863856
20,45551.79008721645,538701.7979527143,19,0.9991720941121641,14,1,0.5201905232515545,0.205620685808055,0.3437900095487643,0.2219106898238189,0.054071018793885164,0.09229414146314581,0.08231345456233087
37,28333.18940453087,166034.31341619545,15,0.7285896284993765,9,1,0.7397303320855406,0.267313120983838,0.2816682582033697,0.2776149572062696,0.04848627931202512,0.05855773384015675,0.06635965045434083
72,48389.204147699355,417760.9792750997,22,0.061216949179470515,28,0,0.29648978128331527,0.6766375286529788,0.0665882648969365,0.08500933074494116,0.13920690156340512,0.032557974141738506,0.0
55,27498.893994291673,710242.7986233116,11,0.594032783326387,18,1,0.613777418815699,0.411606337668226,0.22230248019763596,0.11108519877246299,0.12810187064187395,0.08351354384242321,0.043390568877377696
40,31425.499806443127,352374.9466096544,4,0.7030979405018953,15,0,0.06850540662697957,0.28317453572931917,0.28827025363052516,0.15796233499217532,0.12237191027798354,0.05941384524479567,0.08880712012520116
74,15893.373660795467,653162.790531283,13,0.5518039221733976,14,0,0.4225484283119446,0.3384716954465045,0.26258302108453485,0.10242476693431414,0.18049506006322066,0.08203581038951886,0.03398964608190693
42,21650.758037383122,27175.01609084416,5,0.4400186647752447,29,1,0.09653447019544081,0.4250485702127901,0.16583380201916492,0.17515815941368792,0.1509541651112519,0.08300530324310525,0.0
47,3260.0546524509577,567170.7799193856,19,0.5506326303800002,12,0,0.26777667548833417,0.40700224807587015,0.19554403665481263,0.13357575253379972,0.16941328910450315,0.057465279360283374,0.03699939427073091
63,42929.108598039435,521445.68904358946,4,0.22615362491970328,20,0,0.17058191155709002,0.6918743882105773,0.10937177725739217,0.0790694795008807,0.11968435503114978,0.0,0.0
38,31934.07010150745,591697.1623063255,28,0.7198027805888408,19,1,0.469641774680709,0.22425374550511154,0.24194865684486017,0.1871772949997911,0.12161994577817527,0.14956817403321646,0.07543218283884555
74,17236.00334804949,482041.05811208254,7,0.23487188149534188,22,1,0.27782207278173443,0.7188637485462265,0.11037288367587779,0.0371925484396137,0.09386198052267584,0.0397088388156062,0.0
41,5267.5455729928035,617066.5161178013,23,0.6657997323022155,1,0,0.7184292298187352,0.2774460402735114,0.31326688800063685,0.15050168555643892,0.11953132107356533,0.06018375038671801,0.0790703147091294
45,41238.7158449611,1565.1051914729042,26,0.3010519215879417,12,1,0.3210810970870501,0.39884875854239876,0.2538706154504019,0.09411983027591576,0.15786156704418447,0.06470065677218868,0.030598571914910465
58,47144.55986932733,668572.6467229141,8,0.4232250450623035,12,0,0.4488530716747082,0.44919864097747875,0.2128715122271657,0.1419407202310203,0.1224798033594911,0.0573933110466223,0.016116012158221955
72,29282.79444999299,43739.072308947354,20,0.40401131495327647,3,0,0.8575623376612838,0.35091059909059336,0.22799935237800284,0.20092970151521553,0.11276685691805925,0.0582456745975904,0.049147815500538594
32,38208.20026187804,98873.6176406354,10,0.5910993732970569,11,0,0.071711888847651,0.3455554649024739,0.22661301288256952,0.15941125752924548,0.16845364626324447,0.0783185727324682,0.021648045689998383
28,16249.657258106285,677120.6397350094,4,0.8655426724426214,19,1,0.313206261070174,0.23140229590998784,0.3057180346606356,0.21038191979202722,0.05314147360709777,0.05884471898417656,0.140511557046075
32,24904.708662427915,130047.78251113869,25,0.3580694801002628,2,0,0.76190181260487,0.42510624609193687,0.1613871096471339,0.1753017102949027,0.1224654127205314,0.08401933649655008,0.03172018474894495
40,22581.62616530878,302333.2493514937,12,0.39731191835243596,17,0,0.880314762148927,0.3318796578682693,0.22408631995143574,0.16108001132025374,0.20700249427799794,0.05977340945301522,0.016178107129028042
57,16965.332760658042,792521.3919629192,18,0.20065605391121663,14,1,0.9440420938253978,0.7442344805838056,0.07623654920230506,0.048397890451817,0.11666079257661559,0.0059232972066945435,0.008546989978761984
34,47506.49501138258,512902.41614719754,11,0.6417037179865733,15,1,0.806589342326277,0.2492458742779817,0.2823234254899612,0.21360838628094744,0.06846516259903472,0.07546550656133132,0.11089164479074363
52,10823.251260891737,109264.21030962141,19,0.0015839242903508688,9,1,0.7330511898599934,0.7620137839729358,0.07452716852337524,0.046438993576964585,0.08862274830384571,0.023692428803915155,0.004704876818963558
47,47914.95293286671,8863.285113468899,18,0.4003255087018806,14,1,0.6874063641362376,0.5139753588842355,0.16925479812585026,0.09675527711015766,0.1102946500675244,0.08413581515527209,0.02558410065695998
48,4234.482362871837,348820.5339694793,2,0.6160449147531211,2,0,0.4013060242197122,0.21188459669812787,0.3345689746331948,0.15401549830018024,0.051750702542411896,0.12424248971667096,0.12353773810941433
40,46532.17462796084,405102.69452756643,26,0.3110134606119085,4,1,0.5546573480350956,0.4114433260576832,0.25851549207106744,0.15342766234732874,0.1077897659625508,0.047885893696607576,0.020937859864762202
37,34448.24383994672,241931.68031552958,27,0.41732672088792466,17,1,0.7830166373167329,0.37629843904541166,0.20475395044989383,0.15821683546414647,0.13004233683711766,0.09413276388928588,0.0365556743141444
35,14532.308333224075,706976.4874557161,22,0.6916332589065227,24,1,0.6751400611496681,0.17937937159356823,0.2654639896578494,0.2692494149851777,0.06436657974289564,0.11200323509347768,0.10953740892703141
34,34663.9440586589,493814.04045692866,0,0.7650854827192123,19,1,0.9994662482156307,0.25019032379815903,0.33177164913246937,0.1673717048406328,0.07369768107579884,0.1295565879593569,0.047412053193583124
34,18642.472829147937,956799.8154842862,27,0.8329100826111776,22,1,0.6477131710629215,0.19254855643217075,0.24684952795472723,0.2552281134462076,0.11774628341380064,0.05833412224324886,0.1292933965098452
53,34212.84681519217,607752.1222527226,1,0.2973671769224141,17,1,0.7820153349329673,0.7217734386753534,0.07715490208492208,0.05999572466205636,0.13754592544263286,0.0035300091350353164,0.0
70,14112.041159670604,835480.2257421943,13,0.22094444177707298,26,1,0.3976475795920361,0.6714022388125618,0.1280916923522892,0.05914531453347739,0.13029742017580118,0.0074440756238748195,0.0036192585019957264
18,16281.329037927277,773991.3781527625,14,0.7099026744115949,25,1,0.5706496238809349,0.13258943182126626,0.39213465594335495,0.24057205016641656,0.04839234510202616,0.08572011060877528,0.10059140635816084
33,15690.225850696559,646458.7416379305,6,0.8396275574231923,4,1,0.9902088935876214,0.21226100113141466,0.29691583406971955,0.2381332093541962,0.12202892892080455,0.07208665437518103,0.05857437214868396
72,39474.28761427201,991327.9015642205,17,0.4222955873711718,1,0,0.9473952495864468,0.36812601850020205,0.24954065461030395,0.11789904931359871,0.1566034845592317,0.07756462734809694,0.030266165668566786
55,15234.7207778996,469988.2681579366,14,0.030314463033234096,14,0,0.6209085902177081,0.6939342542737709,0.10663057849689196,0.09798054385358008,0.08606036917298225,0.01539425420277473,0.0
39,38281.86288121028,546859.6409751262,13,0.6164080011047346,23,1,0.6223432646172461,0.12247135571060473,0.32624198643705155,0.23667364827104775,0.0872882105476507,0.08440434535662203,0.14292045367702322
43,1695.3124203925918,829391.6269585126,28,0.8539493968898096,24,1,0.7716269109786077,0.2475472195026607,0.31142265079838355,0.1886352709778697,0.10461285108534882,0.09046859291395676,0.05731341472178063
